date,ts-0$op_16,ts-0$op_15,ts-0$op_14,ts-0$op_13,ts-0$op_12,ts-0$op_11,oi-4$op_10,mom-5$op_9,mom-4$op_9,mom-2$op_9,mom-5$op_8,mom-4$op_8,mom-2$op_8,mom-3$op_7,mom-1$op_7,mom-0$op_7,mom-3$op_6,mom-1$op_6,mom-0$op_6,oi-3$op_5,oi-2$op_5,oi-1$op_5,oi-0$op_5,in-3$op_5,in-2$op_5,in-1$op_5,in-0$op_4,oi-4$op_3,oi-0$op_3,in-2$op_3,in-1$op_3,in-0$op_3,oi-3$op_2,in-2$op_2,in-1$op_2,hp-2$op_2,hp-1$op_2,in-1$op_1,hp-0$op_1,oi-3$op_0,in-3$op_0,in-1$op_0,hp-0$op_0
2010-01-05,-0.003346836864204006,-0.003346836864204006,-0.003346836864204006,-0.003346836864204006,-0.003346836864204006,-0.003346836864204006,-0.00016964041041811484,0.0,0.0,0.0,0.0013092662331466443,0.00033024525412561623,0.0010987696619779719,0.005273949320531823,-0.00028872242712751905,-0.00031487240123539983,-0.0011007154650523043,-0.0011007154650523043,-0.0011007154650523043,-0.00027937915614895115,-0.0009102674468621785,-0.008679160379556405,0.0,0.0,0.0,0.0,0.004109506825396014,-0.008461156158863892,0.0,0.0,0.0,0.006470815763228721,0.0031666664212333107,0.0,0.0,0.011746180020279828,0.003938238784425785,0.0,0.008989176727916215,-0.00027937915614895115,0.0,0.0,0.007587801685726037
2010-01-06,-0.0018825019792010345,-0.0018825019792010345,-0.0018825019792010345,-0.0018825019792010345,-0.0018825019792010345,-0.0018825019792010345,-0.0031433349952952883,0.0,0.0,0.0,-0.0005926450867574928,0.002807548852520103,0.003103797257524521,0.007355381741890765,0.0022656792843824825,0.0005516181804936515,0.008255365987892116,0.008255365987892116,0.008255365987892116,0.0027963611066064153,0.0037968525649416662,-0.008755117652814781,0.0,0.0,0.0,0.0,-0.005312042771495107,-0.0034140028165315917,0.0,0.0,0.0,-0.002748033384415982,-0.0059421770118901485,0.0,0.0,0.012708467847640126,0.005987592585281254,0.0,0.007963166432652491,0.0027963611066064153,0.0,0.0,0.006893649542925928
2010-01-07,-0.0016627534754672935,-0.0016627534754672935,-0.0016627534754672935,-0.0016627534754672935,-0.0016627534754672935,-0.0016627534754672935,-0.00414741386947759,0.0,0.0,0.0,0.008394106187115113,0.009527001922957856,0.010085302255669726,0.009961125433842088,0.0065195145932515075,0.002809388626174414,0.004953219592735314,0.004953219592735314,0.004953219592735314,0.0034095793024198073,0.006066132385537326,-0.01275058859861744,0.0,0.0,0.0,0.0,0.0006385360830452047,-0.00509423601307768,0.0,0.0,0.0,0.005158347092146132,-0.001411627743125532,0.0,0.0,0.018400749783197723,0.010009230812495717,0.0,0.010520078364469887,0.0034095793024198073,0.0,0.0,0.009617909845512917
2010-01-08,-0.0018978401550510116,-0.0018978401550510116,-0.0018978401550510116,-0.0018978401550510116,-0.0018978401550510116,-0.0018978401550510116,-0.0070732142253935315,0.0,0.0,0.0,0.0023814617671664706,0.00273147506351501,0.008868082432472058,0.007145039967319189,0.004439816785204442,-0.0009069671111565647,0.016510731975784232,0.016510731975784232,0.016510731975784232,-0.0016160234686819486,0.0017998005812907003,-0.01275058859861744,0.0,0.0,0.0,0.0,0.0006385360830452047,-0.00509423601307768,0.0,0.0,0.0,0.005158347092146132,-0.004125335436280131,0.0,0.0,0.010496786063577845,0.010383625912574468,0.0,0.01086496576322915,-0.0016160234686819486,0.0,0.0,0.009617909845512917
2010-01-11,-0.0027624841114730625,-0.0027624841114730625,-0.0027624841114730625,-0.0027624841114730625,-0.0027624841114730625,-0.0027624841114730625,-0.007503776380031302,0.0,0.0,0.0,0.005315956440466785,0.007092593724703944,0.01171071740446017,0.019278265829849373,0.011343423000896191,0.006876896425952239,0.017611447440836425,0.017611447440836425,0.017611447440836425,0.0014134931267708595,0.003423498474295794,-0.009306355542933131,0.0,0.0,0.0,0.0,0.004743876381921641,-0.00781752231549493,0.0,0.0,0.0,0.006576772781623941,-0.001966348998202805,0.0,0.0,0.024341295197221502,0.013745346512350709,0.0,0.005012365294148502,0.0014134931267708595,0.0,0.0,0.0018013297439498643
2010-01-12,-0.00042634083754011787,-0.00042634083754011787,-0.00042634083754011787,-0.00042634083754011787,-0.00042634083754011787,-0.00042634083754011787,-0.0062227693230352266,0.0,0.0,0.0,0.001973705884078858,0.003750343168316017,0.008512648792904365,0.015101020602085402,0.009650202830443488,0.005130358989918982,0.013758943313153305,0.013758943313153305,0.013758943313153305,-0.0016136363118725017,0.001670169988937209,-0.010549195145479695,0.0,0.0,0.0,0.0,0.006043685858901693,-0.008695004482692115,0.0,0.0,0.0,0.00806373757051837,-0.003369654718684778,0.0,0.0,0.027594405385826137,0.017776357213110883,0.0,0.00811303792822149,-0.0016136363118725017,0.0,0.0,0.00558560674504327
2010-01-13,-0.003846304324422678,-0.003846304324422678,-0.003846304324422678,-0.003846304324422678,-0.003846304324422678,-0.003846304324422678,-0.010955189587904646,0.0,0.0,0.0,-0.010980127432294595,-0.009203490148057436,-0.002321482504098693,0.008395743703310421,0.00012166661309054305,-0.005937927294547007,0.005503577325261189,0.005503577325261189,0.005503577325261189,-0.00887044907483181,-0.002780449988598943,-0.01027711917378027,0.0,0.0,0.0,0.0,0.0045208576188719984,-0.010289808671186118,0.0,0.0,0.0,0.005079162897758005,-0.012552639324076686,0.0,0.0,0.01837688365929635,0.01856289748449047,0.0,0.012649600363288549,-0.00887044907483181,0.0,0.0,0.010479307556511053
2010-01-14,-0.0036648554859550764,-0.0036648554859550764,-0.0036648554859550764,-0.0036648554859550764,-0.0036648554859550764,-0.0036648554859550764,-0.010121441906422057,0.0,0.0,0.0,-0.008943874447490785,-0.007167237163253626,-0.0004717336888794277,0.01339885629999138,0.004255821276856642,-0.0015840973979724948,0.010456796917996503,0.010456796917996503,0.010456796917996503,-0.012223729991608256,-0.006284362040489988,-0.0059964509124353915,0.0,0.0,0.0,0.0,0.009144506982409428,-0.00996637906553266,0.0,0.0,0.0,0.009191770892473583,-0.007624068940217499,0.0,0.0,0.0209724480827449,0.01639674807023983,0.0,0.007351131141279277,-0.012223729991608256,0.0,0.0,0.0026364743163187487
2010-01-15,-0.0017965904224989115,-0.0017965904224989115,-0.0017965904224989115,-0.0017965904224989115,-0.0017965904224989115,-0.0017965904224989115,-0.009632795735939892,0.0,0.0,0.0,-0.005666624698886014,-0.0038899874146488544,0.002571777739265646,0.005831044698450194,-0.0005053239489166694,-0.007394758179083083,0.008255365987891894,0.008255365987891894,0.008255365987891894,-0.013696557431978618,-0.007118645528916612,-0.011305540225450161,0.0,0.0,0.0,0.0,0.011620041848022788,-0.019741848293594932,0.0,0.0,0.0,0.007395710501755914,-0.010314865317943012,0.0,0.0,0.025304594909648648,0.015293991602098878,0.0,0.013074566294680734,-0.013696557431978618,0.0,0.0,0.010745971877214044
2010-01-18,-0.0011518752312158487,-0.0011518752312158487,-0.0011518752312158487,-0.0011518752312158487,-0.0011518752312158487,-0.0011518752312158487,-0.009031826715309443,0.0,0.0,0.0,-0.006014000524798724,-0.004237363240561565,0.0016441238131853497,0.0073161026014376684,0.00021039071385331454,-0.006273798198710434,0.009356081452944087,0.009356081452944087,0.009356081452944087,-0.013696557431978618,-0.007118645528916612,-0.011305540225450161,0.0,0.0,0.0,0.0,0.011620041848022788,-0.019741848293594932,0.0,0.0,0.0,0.007395710501755914,-0.010016584335006407,0.0,0.0,0.022957422845249154,0.016389961875316272,0.0,0.01269264871709841,-0.013696557431978618,0.0,0.0,0.01017441229121685
